author,train_sample_count,raw_weight,clipped_weight,sample_weight
獨孤均,1,1.00000000,0.50000000,3.89189043
魏證,1,1.00000000,0.50000000,3.89189043
清範,1,1.00000000,0.50000000,3.89189043
覺隱,1,1.00000000,0.50000000,3.89189043
嗜酒道人,1,1.00000000,0.50000000,3.89189043
虞臯,1,1.00000000,0.50000000,3.89189043
寧化九龍進士,1,1.00000000,0.50000000,3.89189043
晁衡,1,1.00000000,0.50000000,3.89189043
鄭元璹,1,1.00000000,0.50000000,3.89189043
鄭仁軌,1,1.00000000,0.50000000,3.89189043
李靖,1,1.00000000,0.50000000,3.89189043
李君武,1,1.00000000,0.50000000,3.89189043
王威德,1,1.00000000,0.50000000,3.89189043
賈元遜,1,1.00000000,0.50000000,3.89189043
劉子翼,1,1.00000000,0.50000000,3.89189043
靜泰,1,1.00000000,0.50000000,3.89189043
玄逵,1,1.00000000,0.50000000,3.89189043
明解,1,1.00000000,0.50000000,3.89189043
張敬之,1,1.00000000,0.50000000,3.89189043
韋敬辨,1,1.00000000,0.50000000,3.89189043
王拊,1,1.00000000,0.50000000,3.89189043
顏曹,1,1.00000000,0.50000000,3.89189043
釋岸,1,1.00000000,0.50000000,3.89189043
趙元淑,1,1.00000000,0.50000000,3.89189043
蘇焜,1,1.00000000,0.50000000,3.89189043
權龍襄,1,1.00000000,0.50000000,3.89189043
復禮,1,1.00000000,0.50000000,3.89189043
法達,1,1.00000000,0.50000000,3.89189043
萬迴,1,1.00000000,0.50000000,3.89189043
高邁,1,1.00000000,0.50000000,3.89189043
劉處約,1,1.00000000,0.50000000,3.89189043
張栖貞,1,1.00000000,0.50000000,3.89189043
法海,1,1.00000000,0.50000000,3.89189043
辨正,1,1.00000000,0.50000000,3.89189043
□州司馬,1,1.00000000,0.50000000,3.89189043
□同,1,1.00000000,0.50000000,3.89189043
馮□原,1,1.00000000,0.50000000,3.89189043
□馮,1,1.00000000,0.50000000,3.89189043
楊潛,1,1.00000000,0.50000000,3.89189043
楊□,1,1.00000000,0.50000000,3.89189043
黃土縣尉,1,1.00000000,0.50000000,3.89189043
朱評之,1,1.00000000,0.50000000,3.89189043
白履忠,1,1.00000000,0.50000000,3.89189043
崔希逸,1,1.00000000,0.50000000,3.89189043
開元儒士,1,1.00000000,0.50000000,3.89189043
王位之,1,1.00000000,0.50000000,3.89189043
智封,1,1.00000000,0.50000000,3.89189043
懷玉,1,1.00000000,0.50000000,3.89189043
慈和,1,1.00000000,0.50000000,3.89189043
王瑀,1,1.00000000,0.50000000,3.89189043
王濬,1,1.00000000,0.50000000,3.89189043
李彥和,1,1.00000000,0.50000000,3.89189043
胡嘉鄢,1,1.00000000,0.50000000,3.89189043
崔璘,1,1.00000000,0.50000000,3.89189043
張博望,1,1.00000000,0.50000000,3.89189043
張綽,1,1.00000000,0.50000000,3.89189043
韓宗,1,1.00000000,0.50000000,3.89189043
魏盈,1,1.00000000,0.50000000,3.89189043
郭慎微,1,1.00000000,0.50000000,3.89189043
梁涉,1,1.00000000,0.50000000,3.89189043
韋堅,1,1.00000000,0.50000000,3.89189043
李瓘,1,1.00000000,0.50000000,3.89189043
杜昆吾,1,1.00000000,0.50000000,3.89189043
何千里,1,1.00000000,0.50000000,3.89189043
郭虛己,1,1.00000000,0.50000000,3.89189043
李璆,1,1.00000000,0.50000000,3.89189043
范液,1,1.00000000,0.50000000,3.89189043
李解,1,1.00000000,0.50000000,3.89189043
齊光乂,1,1.00000000,0.50000000,3.89189043
韋斌,1,1.00000000,0.50000000,3.89189043
許遠,1,1.00000000,0.50000000,3.89189043
張垍,1,1.00000000,0.50000000,3.89189043
趙昂,1,1.00000000,0.50000000,3.89189043
王嚴光,1,1.00000000,0.50000000,3.89189043
王志安,1,1.00000000,0.50000000,3.89189043
蘇㝢,1,1.00000000,0.50000000,3.89189043
嚴向,1,1.00000000,0.50000000,3.89189043
張誠,1,1.00000000,0.50000000,3.89189043
太易,1,1.00000000,0.50000000,3.89189043
于休烈,1,1.00000000,0.50000000,3.89189043
杜寂,1,1.00000000,0.50000000,3.89189043
應真,1,1.00000000,0.50000000,3.89189043
任公叔,1,1.00000000,0.50000000,3.89189043
苗發,1,1.00000000,0.50000000,3.89189043
王綬,1,1.00000000,0.50000000,3.89189043
楊員外,1,1.00000000,0.50000000,3.89189043
嚴氏,1,1.00000000,0.50000000,3.89189043
胡運,1,1.00000000,0.50000000,3.89189043
崔公輔,1,1.00000000,0.50000000,3.89189043
楊旬,1,1.00000000,0.50000000,3.89189043
姜窈窕,1,1.00000000,0.50000000,3.89189043
張翔,1,1.00000000,0.50000000,3.89189043
嚴巨川,1,1.00000000,0.50000000,3.89189043
李博士,1,1.00000000,0.50000000,3.89189043
大同濟禪師,1,1.00000000,0.50000000,3.89189043
李臯,1,1.00000000,0.50000000,3.89189043
裴延齡,1,1.00000000,0.50000000,3.89189043
德宗皇帝李适,1,1.00000000,0.50000000,3.89189043
鄭儋,1,1.00000000,0.50000000,3.89189043
張崇傑,1,1.00000000,0.50000000,3.89189043
陳詡,1,1.00000000,0.50000000,3.89189043
李覲,1,1.00000000,0.50000000,3.89189043
陸質,1,1.00000000,0.50000000,3.89189043
吳顗,1,1.00000000,0.50000000,3.89189043
毛渙,1,1.00000000,0.50000000,3.89189043
崔謩,1,1.00000000,0.50000000,3.89189043
全濟時,1,1.00000000,0.50000000,3.89189043
行滿,1,1.00000000,0.50000000,3.89189043
許蘭,1,1.00000000,0.50000000,3.89189043
幻夢,1,1.00000000,0.50000000,3.89189043
黃子野,1,1.00000000,0.50000000,3.89189043
陽城,1,1.00000000,0.50000000,3.89189043
何堅,1,1.00000000,0.50000000,3.89189043
蘇州刺史,1,1.00000000,0.50000000,3.89189043
順宗皇帝李誦,1,1.00000000,0.50000000,3.89189043
如滿,1,1.00000000,0.50000000,3.89189043
朱少端,1,1.00000000,0.50000000,3.89189043
汪仲陽,1,1.00000000,0.50000000,3.89189043
薛巽,1,1.00000000,0.50000000,3.89189043
王承鄴,1,1.00000000,0.50000000,3.89189043
齊推,1,1.00000000,0.50000000,3.89189043
隱峯,1,1.00000000,0.50000000,3.89189043
無了,1,1.00000000,0.50000000,3.89189043
粲和尚,1,1.00000000,0.50000000,3.89189043
靈默,1,1.00000000,0.50000000,3.89189043
新羅僧,1,1.00000000,0.50000000,3.89189043
米嶺和尚,1,1.00000000,0.50000000,3.89189043
李直方,1,1.00000000,0.50000000,3.89189043
薛苹,1,1.00000000,0.50000000,3.89189043
崔詞,1,1.00000000,0.50000000,3.89189043
伏牛小師,1,1.00000000,0.50000000,3.89189043
韋貫之,1,1.00000000,0.50000000,3.89189043
柳登,1,1.00000000,0.50000000,3.89189043
李頭陀,1,1.00000000,0.50000000,3.89189043
李諤,1,1.00000000,0.50000000,3.89189043
陳諫,1,1.00000000,0.50000000,3.89189043
玄幽,1,1.00000000,0.50000000,3.89189043
次休,1,1.00000000,0.50000000,3.89189043
歐陽袞,1,1.00000000,0.50000000,3.89189043
薛昌朝,1,1.00000000,0.50000000,3.89189043
李敬彝,1,1.00000000,0.50000000,3.89189043
彭城,1,1.00000000,0.50000000,3.89189043
惟儼,1,1.00000000,0.50000000,3.89189043
錢徽,1,1.00000000,0.50000000,3.89189043
直言,1,1.00000000,0.50000000,3.89189043
崔岐,1,1.00000000,0.50000000,3.89189043
呂讓,1,1.00000000,0.50000000,3.89189043
陸亘,1,1.00000000,0.50000000,3.89189043
普願,1,1.00000000,0.50000000,3.89189043
性空,1,1.00000000,0.50000000,3.89189043
鑑空,1,1.00000000,0.50000000,3.89189043
齊安和尚,1,1.00000000,0.50000000,3.89189043
公畿和尚,1,1.00000000,0.50000000,3.89189043
李翺,1,1.00000000,0.50000000,3.89189043
開成朝士,1,1.00000000,0.50000000,3.89189043
蕭膺,1,1.00000000,0.50000000,3.89189043
李滂,1,1.00000000,0.50000000,3.89189043
陳嘏,1,1.00000000,0.50000000,3.89189043
宜春頭陀,1,1.00000000,0.50000000,3.89189043
愚公谷人,1,1.00000000,0.50000000,3.89189043
僧初,1,1.00000000,0.50000000,3.89189043
楊漢公,1,1.00000000,0.50000000,3.89189043
韋瓘,1,1.00000000,0.50000000,3.89189043
淮南幕吏,1,1.00000000,0.50000000,3.89189043
靈祐,1,1.00000000,0.50000000,3.89189043
楊宇,1,1.00000000,0.50000000,3.89189043
李貽孫,1,1.00000000,0.50000000,3.89189043
李褒,1,1.00000000,0.50000000,3.89189043
圓鑒,1,1.00000000,0.50000000,3.89189043
子言,1,1.00000000,0.50000000,3.89189043
建初,1,1.00000000,0.50000000,3.89189043
宗茝,1,1.00000000,0.50000000,3.89189043
辨章,1,1.00000000,0.50000000,3.89189043
悟真,1,1.00000000,0.50000000,3.89189043
李節,1,1.00000000,0.50000000,3.89189043
封特卿,1,1.00000000,0.50000000,3.89189043
義玄,1,1.00000000,0.50000000,3.89189043
某大德,1,1.00000000,0.50000000,3.89189043
淩行婆,1,1.00000000,0.50000000,3.89189043
鄭玘,1,1.00000000,0.50000000,3.89189043
道允,1,1.00000000,0.50000000,3.89189043
師虔,1,1.00000000,0.50000000,3.89189043
正原,1,1.00000000,0.50000000,3.89189043
嚴都,1,1.00000000,0.50000000,3.89189043
從朗,1,1.00000000,0.50000000,3.89189043
張曄,1,1.00000000,0.50000000,3.89189043
李庾,1,1.00000000,0.50000000,3.89189043
道朗,1,1.00000000,0.50000000,3.89189043
陳蓬,1,1.00000000,0.50000000,3.89189043
詹景全,1,1.00000000,0.50000000,3.89189043
休靜,1,1.00000000,0.50000000,3.89189043
張白醪,1,1.00000000,0.50000000,3.89189043
鄭殷彝,1,1.00000000,0.50000000,3.89189043
濮陽人,1,1.00000000,0.50000000,3.89189043
鄭昌圖,1,1.00000000,0.50000000,3.89189043
吳傑,1,1.00000000,0.50000000,3.89189043
慧光,1,1.00000000,0.50000000,3.89189043
令超,1,1.00000000,0.50000000,3.89189043
文喜,1,1.00000000,0.50000000,3.89189043
道虔,1,1.00000000,0.50000000,3.89189043
余鎬,1,1.00000000,0.50000000,3.89189043
洪諲,1,1.00000000,0.50000000,3.89189043
本空,1,1.00000000,0.50000000,3.89189043
張濬,1,1.00000000,0.50000000,3.89189043
志閑,1,1.00000000,0.50000000,3.89189043
張瑜,1,1.00000000,0.50000000,3.89189043
歸耕子,1,1.00000000,0.50000000,3.89189043
李慎微,1,1.00000000,0.50000000,3.89189043
崔遠,1,1.00000000,0.50000000,3.89189043
吳璋,1,1.00000000,0.50000000,3.89189043
處真,1,1.00000000,0.50000000,3.89189043
李標,1,1.00000000,0.50000000,3.89189043
匡慧,1,1.00000000,0.50000000,3.89189043
張咸,1,1.00000000,0.50000000,3.89189043
黃璞,1,1.00000000,0.50000000,3.89189043
吳畦,1,1.00000000,0.50000000,3.89189043
狄常侍,1,1.00000000,0.50000000,3.89189043
王輿,1,1.00000000,0.50000000,3.89189043
鄭郎中,1,1.00000000,0.50000000,3.89189043
敬新磨,1,1.00000000,0.50000000,3.89189043
盧道者,1,1.00000000,0.50000000,3.89189043
韋說,1,1.00000000,0.50000000,3.89189043
郄殷象,1,1.00000000,0.50000000,3.89189043
史松,1,1.00000000,0.50000000,3.89189043
後唐廚官,1,1.00000000,0.50000000,3.89189043
王思同,1,1.00000000,0.50000000,3.89189043
李愚,1,1.00000000,0.50000000,3.89189043
程遜,1,1.00000000,0.50000000,3.89189043
任贊,1,1.00000000,0.50000000,3.89189043
陶敞,1,1.00000000,0.50000000,3.89189043
胡徽,1,1.00000000,0.50000000,3.89189043
張休,1,1.00000000,0.50000000,3.89189043
張盈潤,1,1.00000000,0.50000000,3.89189043
杜四郎,1,1.00000000,0.50000000,3.89189043
李鶚,1,1.00000000,0.50000000,3.89189043
賈緯,1,1.00000000,0.50000000,3.89189043
徐台符,1,1.00000000,0.50000000,3.89189043
五代外鎮官,1,1.00000000,0.50000000,3.89189043
智暉,1,1.00000000,0.50000000,3.89189043
李沼,1,1.00000000,0.50000000,3.89189043
延禪師,1,1.00000000,0.50000000,3.89189043
竇儀,1,1.00000000,0.50000000,3.89189043
竇儼,1,1.00000000,0.50000000,3.89189043
趙匡胤,1,1.00000000,0.50000000,3.89189043
駱仲舒,1,1.00000000,0.50000000,3.89189043
劉東叔,1,1.00000000,0.50000000,3.89189043
謝調,1,1.00000000,0.50000000,3.89189043
符昭遠,1,1.00000000,0.50000000,3.89189043
方爲,1,1.00000000,0.50000000,3.89189043
陶彝之,1,1.00000000,0.50000000,3.89189043
歸曉,1,1.00000000,0.50000000,3.89189043
歐陽持,1,1.00000000,0.50000000,3.89189043
匡白,1,1.00000000,0.50000000,3.89189043
謝建,1,1.00000000,0.50000000,3.89189043
彥光,1,1.00000000,0.50000000,3.89189043
齊己　牟儒,1,1.00000000,0.50000000,3.89189043
匡山和尚,1,1.00000000,0.50000000,3.89189043
江文蔚,1,1.00000000,0.50000000,3.89189043
善道,1,1.00000000,0.50000000,3.89189043
李□,1,1.00000000,0.50000000,3.89189043
法滿,1,1.00000000,0.50000000,3.89189043
毛大仙,1,1.00000000,0.50000000,3.89189043
隱微,1,1.00000000,0.50000000,3.89189043
相里宗,1,1.00000000,0.50000000,3.89189043
梅遠,1,1.00000000,0.50000000,3.89189043
宋維,1,1.00000000,0.50000000,3.89189043
開寶中江南叟,1,1.00000000,0.50000000,3.89189043
趙晟,1,1.00000000,0.50000000,3.89189043
王仲簡,1,1.00000000,0.50000000,3.89189043
唐鎬,1,1.00000000,0.50000000,3.89189043
徐熙,1,1.00000000,0.50000000,3.89189043
任右元,1,1.00000000,0.50000000,3.89189043
楊文郁,1,1.00000000,0.50000000,3.89189043
張洎,1,1.00000000,0.50000000,3.89189043
李明,1,1.00000000,0.50000000,3.89189043
李從謙,1,1.00000000,0.50000000,3.89189043
杜稜,1,1.00000000,0.50000000,3.89189043
蔣宗簡,1,1.00000000,0.50000000,3.89189043
薛正明,1,1.00000000,0.50000000,3.89189043
重惲,1,1.00000000,0.50000000,3.89189043
錢朗,1,1.00000000,0.50000000,3.89189043
重機,1,1.00000000,0.50000000,3.89189043
師靜,1,1.00000000,0.50000000,3.89189043
小靜,1,1.00000000,0.50000000,3.89189043
義昭,1,1.00000000,0.50000000,3.89189043
神祿,1,1.00000000,0.50000000,3.89189043
錢元㺷,1,1.00000000,0.50000000,3.89189043
皮光業,1,1.00000000,0.50000000,3.89189043
措多,1,1.00000000,0.50000000,3.89189043
吳黨,1,1.00000000,0.50000000,3.89189043
德韶,1,1.00000000,0.50000000,3.89189043
永安,1,1.00000000,0.50000000,3.89189043
契從,1,1.00000000,0.50000000,3.89189043
保初,1,1.00000000,0.50000000,3.89189043
范贊時,1,1.00000000,0.50000000,3.89189043
錢師悅,1,1.00000000,0.50000000,3.89189043
江景防,1,1.00000000,0.50000000,3.89189043
曉榮,1,1.00000000,0.50000000,3.89189043
遇臻,1,1.00000000,0.50000000,3.89189043
洪壽,1,1.00000000,0.50000000,3.89189043
黃夷簡,1,1.00000000,0.50000000,3.89189043
從範,1,1.00000000,0.50000000,3.89189043
普聞,1,1.00000000,0.50000000,3.89189043
暉和尚,1,1.00000000,0.50000000,3.89189043
王十八郎,1,1.00000000,0.50000000,3.89189043
嚴禪師,1,1.00000000,0.50000000,3.89189043
王審知,1,1.00000000,0.50000000,3.89189043
黃子稜,1,1.00000000,0.50000000,3.89189043
如體,1,1.00000000,0.50000000,3.89189043
玄應,1,1.00000000,0.50000000,3.89189043
韋添,1,1.00000000,0.50000000,3.89189043
何景山,1,1.00000000,0.50000000,3.89189043
李觀象,1,1.00000000,0.50000000,3.89189043
張仲達,1,1.00000000,0.50000000,3.89189043
廖處士,1,1.00000000,0.50000000,3.89189043
啓柔,1,1.00000000,0.50000000,3.89189043
豐禪師,1,1.00000000,0.50000000,3.89189043
程嵩,1,1.00000000,0.50000000,3.89189043
郁山主,1,1.00000000,0.50000000,3.89189043
雲端和尚,1,1.00000000,0.50000000,3.89189043
璘禪師,1,1.00000000,0.50000000,3.89189043
陳用拙,1,1.00000000,0.50000000,3.89189043
林楚材,1,1.00000000,0.50000000,3.89189043
智寂,1,1.00000000,0.50000000,3.89189043
慧堅,1,1.00000000,0.50000000,3.89189043
李簡,1,1.00000000,0.50000000,3.89189043
王衍,1,1.00000000,0.50000000,3.89189043
鄭奕,1,1.00000000,0.50000000,3.89189043
田淳,1,1.00000000,0.50000000,3.89189043
李仁悅,1,1.00000000,0.50000000,3.89189043
周□,1,1.00000000,0.50000000,3.89189043
靈巖,1,1.00000000,0.50000000,3.89189043
于觀文,1,1.00000000,0.50000000,3.89189043
牛承直,1,1.00000000,0.50000000,3.89189043
王肱,1,1.00000000,0.50000000,3.89189043
元昉,1,1.00000000,0.50000000,3.89189043
元□□,1,1.00000000,0.50000000,3.89189043
毛熙聖,1,1.00000000,0.50000000,3.89189043
史君寶,1,1.00000000,0.50000000,3.89189043
司馬□,1,1.00000000,0.50000000,3.89189043
江津,1,1.00000000,0.50000000,3.89189043
存初公,1,1.00000000,0.50000000,3.89189043
李驛,1,1.00000000,0.50000000,3.89189043
李昌遇,1,1.00000000,0.50000000,3.89189043
李思聰,1,1.00000000,0.50000000,3.89189043
李善美,1,1.00000000,0.50000000,3.89189043
林鐸,1,1.00000000,0.50000000,3.89189043
林先輩,1,1.00000000,0.50000000,3.89189043
孟安序,1,1.00000000,0.50000000,3.89189043
周源,1,1.00000000,0.50000000,3.89189043
尚隆之　吳永素,1,1.00000000,0.50000000,3.89189043
高瀛,1,1.00000000,0.50000000,3.89189043
孫誧,1,1.00000000,0.50000000,3.89189043
康道,1,1.00000000,0.50000000,3.89189043
晁祖道,1,1.00000000,0.50000000,3.89189043
徐矩,1,1.00000000,0.50000000,3.89189043
徐魁,1,1.00000000,0.50000000,3.89189043
許古,1,1.00000000,0.50000000,3.89189043
許晏,1,1.00000000,0.50000000,3.89189043
淑徳郡主,1,1.00000000,0.50000000,3.89189043
張承福,1,1.00000000,0.50000000,3.89189043
張彥勝,1,1.00000000,0.50000000,3.89189043
陳充,1,1.00000000,0.50000000,3.89189043
陳嘉,1,1.00000000,0.50000000,3.89189043
陳從道,1,1.00000000,0.50000000,3.89189043
陶令君,1,1.00000000,0.50000000,3.89189043
崔元明,1,1.00000000,0.50000000,3.89189043
崔立言,1,1.00000000,0.50000000,3.89189043
曾扈,1,1.00000000,0.50000000,3.89189043
賀蘭遂,1,1.00000000,0.50000000,3.89189043
楊明,1,1.00000000,0.50000000,3.89189043
楊鄴,1,1.00000000,0.50000000,3.89189043
齊顗,1,1.00000000,0.50000000,3.89189043
趙林,1,1.00000000,0.50000000,3.89189043
裴極,1,1.00000000,0.50000000,3.89189043
裴相公,1,1.00000000,0.50000000,3.89189043
劉珃,1,1.00000000,0.50000000,3.89189043
歐陽皓,1,1.00000000,0.50000000,3.89189043
戴光乂,1,1.00000000,0.50000000,3.89189043
蕭沼,1,1.00000000,0.50000000,3.89189043
錢叔獻,1,1.00000000,0.50000000,3.89189043
徐真君,1,1.00000000,0.50000000,3.89189043
彭真君,1,1.00000000,0.50000000,3.89189043
賀蘭求,1,1.00000000,0.50000000,3.89189043
楊真人,1,1.00000000,0.50000000,3.89189043
董大仙,1,1.00000000,0.50000000,3.89189043
芒鞵道人,1,1.00000000,0.50000000,3.89189043
大宗,1,1.00000000,0.50000000,3.89189043
若訥,1,1.00000000,0.50000000,3.89189043
惠敏,1,1.00000000,0.50000000,3.89189043
惠顗,1,1.00000000,0.50000000,3.89189043
僧可,1,1.00000000,0.50000000,3.89189043
德最,1,1.00000000,0.50000000,3.89189043
葛玄,1,1.00000000,0.50000000,3.89189043
苑咸,1,1.00000000,0.50000000,3.89189043
趙驊,1,1.00000000,0.50000000,3.89189043
崔亘,1,1.00000000,0.50000000,3.89189043
王岳靈,1,1.00000000,0.50000000,3.89189043
周萬,1,1.00000000,0.50000000,3.89189043
張抃,1,1.00000000,0.50000000,3.89189043
蕭昕,1,1.00000000,0.50000000,3.89189043
楊志堅,1,1.00000000,0.50000000,3.89189043
孟彥深,1,1.00000000,0.50000000,3.89189043
沈宇,1,1.00000000,0.50000000,3.89189043
杜儼,1,1.00000000,0.50000000,3.89189043
